agegroup,Sex,Cases,Active_Cases,Cases_Female,Daily_Recovered,Date,Cases_Male
10-19,Female,0,0,0,0,1/25/2020,0
10-19,Male,0,0,0,0,1/25/2020,0
10-19,Female,0,0,0,0,1/26/2020,0
10-19,Male,0,0,0,0,1/26/2020,0
10-19,Female,0,0,0,0,1/27/2020,0
10-19,Male,0,0,0,0,1/27/2020,0
10-19,Female,0,0,0,0,1/28/2020,0
10-19,Male,0,0,0,0,1/28/2020,0
10-19,Female,0,0,0,0,1/29/2020,0
10-19,Male,0,0,0,0,1/29/2020,0
10-19,Female,0,0,0,0,1/30/2020,0
10-19,Male,0,0,0,0,1/30/2020,0
10-19,Female,0,0,0,0,1/31/2020,0
10-19,Male,0,0,0,0,1/31/2020,0
10-19,Female,0,0,0,0,2/1/2020,0
10-19,Male,0,0,0,0,2/1/2020,0
10-19,Female,0,0,0,0,2/2/2020,0
10-19,Male,0,0,0,0,2/2/2020,0
10-19,Female,0,0,0,0,2/3/2020,0
10-19,Male,0,0,0,0,2/3/2020,0
10-19,Female,0,0,0,0,2/4/2020,0
10-19,Male,0,0,0,0,2/4/2020,0
10-19,Female,0,0,0,0,2/5/2020,0
10-19,Male,0,0,0,0,2/5/2020,0
10-19,Female,0,0,0,0,2/6/2020,0
10-19,Male,0,0,0,0,2/6/2020,0
10-19,Female,0,0,0,0,2/7/2020,0
10-19,Male,0,0,0,0,2/7/2020,0
10-19,Female,0,0,0,0,2/8/2020,0
10-19,Male,0,0,0,0,2/8/2020,0
10-19,Female,0,0,0,0,2/9/2020,0
10-19,Male,0,0,0,0,2/9/2020,0
10-19,Female,0,0,0,0,2/10/2020,0
10-19,Male,0,0,0,0,2/10/2020,0
10-19,Female,0,0,0,0,2/11/2020,0
10-19,Male,0,0,0,0,2/11/2020,0
10-19,Female,0,0,0,0,2/12/2020,0
10-19,Male,0,0,0,0,2/12/2020,0
10-19,Female,0,0,0,0,2/13/2020,0
10-19,Male,0,0,0,0,2/13/2020,0
10-19,Female,0,0,0,0,2/14/2020,0
10-19,Male,0,0,0,0,2/14/2020,0
10-19,Female,0,0,0,0,2/15/2020,0
10-19,Male,0,0,0,0,2/15/2020,0
10-19,Female,0,0,0,0,2/16/2020,0
10-19,Male,0,0,0,0,2/16/2020,0
10-19,Female,0,0,0,0,2/17/2020,0
10-19,Male,0,0,0,0,2/17/2020,0
10-19,Female,0,0,0,0,2/18/2020,0
10-19,Male,0,0,0,0,2/18/2020,0
10-19,Female,0,0,0,0,2/19/2020,0
10-19,Male,0,0,0,0,2/19/2020,0
10-19,Female,0,0,0,0,2/20/2020,0
10-19,Male,0,0,0,0,2/20/2020,0
10-19,Female,0,0,0,0,2/21/2020,0
10-19,Male,0,0,0,0,2/21/2020,0
10-19,Female,0,0,0,0,2/22/2020,0
10-19,Male,0,0,0,0,2/22/2020,0
10-19,Female,0,0,0,0,2/23/2020,0
10-19,Male,0,0,0,0,2/23/2020,0
10-19,Female,0,0,0,0,2/24/2020,0
10-19,Male,0,0,0,0,2/24/2020,0
10-19,Female,0,0,0,0,2/25/2020,0
10-19,Male,0,0,0,0,2/25/2020,0
10-19,Female,0,0,0,0,2/26/2020,0
10-19,Male,0,0,0,0,2/26/2020,0
10-19,Female,0,0,0,0,2/27/2020,0
10-19,Female,0,0,0,0,2/28/2020,0
10-19,Female,0,0,0,0,2/29/2020,0
10-19,Female,0,0,0,0,3/1/2020,0
10-19,Female,0,0,0,0,3/2/2020,0
10-19,Female,0,0,0,0,3/3/2020,0
10-19,Female,0,0,0,0,3/4/2020,0
10-19,Female,0,0,0,0,3/5/2020,0
10-19,Female,0,0,0,0,3/6/2020,0
10-19,Female,0,0,0,0,3/7/2020,0
10-19,Female,0,0,0,0,3/8/2020,0
10-19,Female,0,0,0,0,3/9/2020,0
10-19,Female,0,0,0,0,3/10/2020,0
10-19,Female,0,0,0,0,3/11/2020,0
10-19,Female,0,0,0,0,3/12/2020,0
10-19,Female,0,0,0,0,3/13/2020,0
10-19,Female,0,0,0,0,3/14/2020,0
10-19,Female,0,0,0,0,3/15/2020,0
10-19,Female,0,0,0,0,3/16/2020,0
10-19,Female,1,1,1,,3/17/2020,0
10-19,Female,,1,,,3/18/2020,0
10-19,Female,1,2,1,,3/19/2020,0
10-19,Female,,2,,,3/20/2020,0
10-19,Female,1,3,1,,3/21/2020,0
10-19,Female,2,5,2,,3/22/2020,0
10-19,Female,,5,,,3/23/2020,0
10-19,Female,,5,,,3/24/2020,0
10-19,Female,2,6,2,1,3/25/2020,0
10-19,Female,1,7,1,,3/26/2020,0
10-19,Female,1,7,1,1,3/27/2020,0
10-19,Female,1,8,1,,3/28/2020,0
10-19,Female,3,10,3,1,3/29/2020,0
10-19,Female,1,10,1,1,3/30/2020,0
10-19,Female,,10,,,3/31/2020,0
10-19,Female,,9,,1,4/1/2020,0
10-19,Female,,7,,2,4/2/2020,0
10-19,Female,,6,,1,4/3/2020,0
10-19,Female,,5,,1,4/4/2020,0
10-19,Female,2,6,2,1,4/5/2020,0
10-19,Female,3,9,3,,4/6/2020,0
10-19,Female,,7,,3,4/7/2020,0
10-19,Female,1,5,1,2,4/8/2020,0
10-19,Female,,5,,,4/9/2020,0
10-19,Female,,4,,1,4/10/2020,0
10-19,Female,,4,,,4/11/2020,0
10-19,Female,,4,,,4/12/2020,0
10-19,Female,,2,,2,4/13/2020,0
10-19,Female,,1,,1,4/14/2020,0
10-19,Female,,,,1,4/15/2020,0
10-19,Female,0,0,0,0,4/16/2020,0
10-19,Female,0,0,0,0,4/17/2020,0
10-19,Female,0,0,0,0,4/18/2020,0
10-19,Female,0,0,0,0,4/19/2020,0
10-19,Female,0,0,0,0,4/20/2020,0
10-19,Female,0,0,0,0,4/21/2020,0
10-19,Female,0,0,0,0,4/22/2020,0
10-19,Female,0,0,0,0,4/23/2020,0
10-19,Female,0,0,0,0,4/24/2020,0
10-19,Female,0,0,0,0,4/25/2020,0
10-19,Female,0,0,0,0,4/26/2020,0
10-19,Female,0,0,0,0,4/27/2020,0
10-19,Female,0,0,0,0,4/28/2020,0
10-19,Female,0,0,0,0,4/29/2020,0
10-19,Female,1,1,1,,4/30/2020,0
10-19,Female,,1,,,5/1/2020,0
10-19,Female,,1,,,5/2/2020,0
10-19,Female,,1,,,5/3/2020,0
10-19,Female,,1,,,5/4/2020,0
10-19,Female,,1,,,5/5/2020,0
10-19,Female,,1,,,5/6/2020,0
10-19,Female,,1,,,5/7/2020,0
10-19,Female,,1,,,5/8/2020,0
10-19,Female,,1,,,5/9/2020,0
10-19,Female,,,,1,5/10/2020,0
10-19,Female,0,0,0,0,5/11/2020,0
10-19,Female,1,1,1,,5/12/2020,0
10-19,Female,1,2,1,,5/13/2020,0
10-19,Female,1,3,1,,5/14/2020,0
10-19,Female,2,5,2,,5/15/2020,0
10-19,Female,1,6,1,,5/16/2020,0
10-19,Female,,6,,,5/17/2020,0
10-19,Female,1,5,1,2,5/18/2020,0
10-19,Female,,5,,,5/19/2020,0
10-19,Female,,5,,,5/20/2020,0
10-19,Female,,3,,2,5/21/2020,0
10-19,Female,,3,,,5/22/2020,0
10-19,Female,,3,,,5/23/2020,0
10-19,Female,,2,,1,5/24/2020,0
10-19,Female,,1,,1,5/25/2020,0
10-19,Female,,1,,,5/26/2020,0
10-19,Female,,1,,,5/27/2020,0
10-19,Female,2,2,2,1,5/28/2020,0
10-19,Female,,2,,,5/29/2020,0
10-19,Female,,2,,,5/30/2020,0
10-19,Female,,2,,,5/31/2020,0
10-19,Female,1,3,1,,6/1/2020,0
10-19,Female,,3,,,6/2/2020,0
10-19,Female,,3,,,6/3/2020,0
10-19,Female,,3,,,6/4/2020,0
10-19,Female,,3,,,6/5/2020,0
10-19,Female,,2,,1,6/6/2020,0
10-19,Female,,2,,,6/7/2020,0
10-19,Female,,2,,,6/8/2020,0
10-19,Female,,2,,,6/9/2020,0
10-19,Female,,1,,1,6/10/2020,0
10-19,Female,,1,,,6/11/2020,0
10-19,Female,1,2,1,,6/12/2020,0
10-19,Female,,1,,1,6/13/2020,0
10-19,Female,,1,,,6/14/2020,0
10-19,Female,1,2,1,,6/15/2020,0
10-19,Female,1,3,1,,6/16/2020,0
10-19,Female,,3,,,6/17/2020,0
10-19,Female,,3,,,6/18/2020,0
10-19,Female,,2,,1,6/19/2020,0
10-19,Female,,2,,,6/20/2020,0
10-19,Female,,2,,,6/21/2020,0
10-19,Female,2,4,2,,6/22/2020,0
10-19,Female,1,5,1,,6/23/2020,0
10-19,Female,1,5,1,1,6/24/2020,0
10-19,Female,2,7,2,,6/25/2020,0
10-19,Female,3,10,3,,6/26/2020,0
10-19,Female,1,11,1,,6/27/2020,0
10-19,Female,4,14,4,1,6/28/2020,0
10-19,Female,3,16,3,1,6/29/2020,0
10-19,Female,5,20,5,1,6/30/2020,0
10-19,Female,4,23,4,1,7/1/2020,0
10-19,Female,4,26,4,1,7/2/2020,0
10-19,Female,16,39,16,3,7/3/2020,0
10-19,Female,7,42,7,4,7/4/2020,0
10-19,Female,15,55,15,2,7/5/2020,0
10-19,Female,7,60,7,2,7/6/2020,0
10-19,Female,12,69,12,3,7/7/2020,0
10-19,Female,6,72,6,3,7/8/2020,0
10-19,Female,11,77,11,6,7/9/2020,0
10-19,Female,10,81,10,6,7/10/2020,0
10-19,Female,12,86,12,7,7/11/2020,0
10-19,Female,5,90,5,1,7/12/2020,0
10-19,Female,10,95,10,5,7/13/2020,0
10-19,Female,4,89,4,10,7/14/2020,0
10-19,Female,20,102,20,7,7/15/2020,0
10-19,Female,21,114,21,9,7/16/2020,0
10-19,Female,10,122,10,2,7/17/2020,0
10-19,Female,17,132,17,7,7/18/2020,0
10-19,Female,12,134,12,10,7/19/2020,0
10-19,Female,10,136,10,8,7/20/2020,0
10-19,Female,16,144,16,8,7/21/2020,0
10-19,Female,20,156,20,8,7/22/2020,0
10-19,Female,9,158,9,7,7/23/2020,0
10-19,Female,16,167,16,7,7/24/2020,0
10-19,Female,20,182,20,5,7/25/2020,0
10-19,Female,20,187,20,15,7/26/2020,0
10-19,Female,16,198,16,5,7/27/2020,0
10-19,Female,16,199,16,15,7/28/2020,0
10-19,Female,32,219,32,12,7/29/2020,0
10-19,Female,22,223,22,18,7/30/2020,0
10-19,Female,17,225,17,15,7/31/2020,0
10-19,Female,37,250,37,12,8/1/2020,0
10-19,Female,20,265,20,5,8/2/2020,0
10-19,Female,24,278,24,11,8/3/2020,0
10-19,Female,29,296,29,11,8/4/2020,0
10-19,Female,15,295,15,16,8/5/2020,0
10-19,Female,24,313,24,6,8/6/2020,0
10-19,Female,26,321,26,18,8/7/2020,0
10-19,Female,21,330,21,12,8/8/2020,0
10-19,Female,23,324,23,29,8/9/2020,0
10-19,Female,12,313,12,23,8/10/2020,0
10-19,Female,24,316,24,21,8/11/2020,0
10-19,Female,10,304,10,22,8/12/2020,0
10-19,Female,21,290,21,35,8/13/2020,0
10-19,Female,15,277,15,28,8/14/2020,0
10-19,Female,8,252,8,33,8/15/2020,0
10-19,Female,16,229,16,39,8/16/2020,0
10-19,Female,8,220,8,17,8/17/2020,0
10-19,Female,8,194,8,34,8/18/2020,0
10-19,Female,13,172,13,35,8/19/2020,0
10-19,Female,6,149,6,29,8/20/2020,0
10-19,Female,13,140,13,22,8/21/2020,0
10-19,Female,6,127,6,19,8/22/2020,0
10-19,Female,5,117,5,15,8/23/2020,0
10-19,Female,5,116,5,6,8/24/2020,0
10-19,Female,6,103,6,19,8/25/2020,0
10-19,Female,5,95,5,13,8/26/2020,0
10-19,Female,2,88,2,9,8/27/2020,0
10-19,Female,7,85,7,10,8/28/2020,0
10-19,Female,6,77,6,14,8/29/2020,0
10-19,Female,1,65,1,13,8/30/2020,0
10-19,Female,4,64,4,5,8/31/2020,0
10-19,Female,3,60,3,7,9/1/2020,0
10-19,Female,2,52,2,10,9/2/2020,0
10-19,Female,7,58,7,1,9/3/2020,0
10-19,Female,5,58,5,5,9/4/2020,0
10-19,Female,4,56,4,6,9/5/2020,0
10-19,Female,2,53,2,5,9/6/2020,0
10-19,Female,1,51,1,3,9/7/2020,0
10-19,Female,5,50,5,6,9/8/2020,0
10-19,Female,1,44,1,7,9/9/2020,0
10-19,Female,4,44,4,4,9/10/2020,0
10-19,Female,3,42,3,5,9/11/2020,0
10-19,Female,3,38,3,7,9/12/2020,0
10-19,Female,2,34,2,6,9/13/2020,0
10-19,Female,1,32,1,3,9/14/2020,0
10-19,Female,5,35,5,2,9/15/2020,0
10-19,Female,,33,,2,9/16/2020,0
10-19,Female,3,32,3,4,9/17/2020,0
10-19,Female,1,27,1,6,9/18/2020,0
10-19,Female,2,25,2,4,9/19/2020,0
10-19,Female,3,26,3,2,9/20/2020,0
10-19,Female,1,26,1,1,9/21/2020,0
10-19,Female,1,24,1,3,9/22/2020,0
10-19,Female,,21,,3,9/23/2020,0
10-19,Female,,19,,2,9/24/2020,0
10-19,Female,1,17,1,3,9/25/2020,0
10-19,Female,8,23,8,2,9/26/2020,0
10-19,Female,,21,,2,9/27/2020,0
10-19,Female,,15,,6,9/28/2020,0
10-19,Female,,13,,2,9/29/2020,0
10-19,Female,,12,,1,9/30/2020,0
10-19,Female,,9,,3,10/1/2020,0
10-19,Female,,9,,,10/2/2020,0
10-19,Female,,8,,1,10/3/2020,0
10-19,Female,3,9,3,2,10/4/2020,0
10-19,Female,1,6,1,4,10/5/2020,0
10-19,Female,1,7,1,,10/6/2020,0
10-19,Female,1,8,1,,10/7/2020,0
10-19,Female,2,9,2,1,10/8/2020,0
10-19,Female,2,10,2,1,10/9/2020,0
10-19,Female,1,11,1,,10/10/2020,0
10-19,Female,4,15,4,,10/11/2020,0
10-19,Female,,12,,3,10/12/2020,0
10-19,Female,,11,,1,10/13/2020,0
10-19,Female,1,12,1,,10/14/2020,0
10-19,Female,,12,,,10/15/2020,0
10-19,Female,,9,,3,10/16/2020,0
10-19,Female,,6,,3,10/17/2020,0
10-19,Female,,5,,1,10/18/2020,0
10-19,Female,,5,,,10/19/2020,0
10-19,Female,1,5,1,1,10/20/2020,0
10-19,Female,,4,,1,10/21/2020,0
10-19,Female,,3,,1,10/22/2020,0
10-19,Female,,2,,1,10/23/2020,0
10-19,Female,1,3,1,,10/24/2020,0
10-19,Female,,2,,1,10/25/2020,0
10-19,Female,,2,,,10/26/2020,0
10-19,Female,1,3,1,,10/27/2020,0
10-19,Female,,3,,,10/28/2020,0
10-19,Female,,3,,,10/29/2020,0
10-19,Female,,3,,,10/30/2020,0
10-19,Female,,2,,1,10/31/2020,0
10-19,Female,,2,,,11/1/2020,0
10-19,Female,,1,,1,11/2/2020,0
10-19,Female,,1,,,11/3/2020,0
10-19,Female,,,,1,11/4/2020,0
10-19,Female,0,0,0,0,11/5/2020,0
10-19,Female,0,0,0,0,11/6/2020,0
10-19,Female,0,0,0,0,11/7/2020,0
10-19,Female,0,0,0,0,11/8/2020,0
10-19,Female,0,0,0,0,11/9/2020,0
10-19,Female,0,0,0,0,11/10/2020,0
10-19,Female,0,0,0,0,11/11/2020,0
10-19,Female,0,0,0,0,11/12/2020,0
10-19,Female,0,0,0,0,11/13/2020,0
10-19,Female,0,0,0,0,11/14/2020,0
10-19,Female,0,0,0,0,11/15/2020,0
10-19,Female,0,0,0,0,11/16/2020,0
10-19,Female,0,0,0,0,11/17/2020,0
10-19,Female,0,0,0,0,11/18/2020,0
10-19,Female,0,0,0,0,11/19/2020,0
10-19,Female,0,0,0,0,11/20/2020,0
10-19,Female,0,0,0,0,11/21/2020,0
10-19,Female,0,0,0,0,11/22/2020,0
10-19,Female,0,0,0,0,11/23/2020,0
10-19,Female,0,0,0,0,11/24/2020,0
10-19,Female,0,0,0,0,11/25/2020,0
10-19,Female,0,0,0,0,11/26/2020,0
10-19,Female,0,0,0,0,11/27/2020,0
10-19,Female,0,0,0,0,11/28/2020,0
10-19,Female,0,0,0,0,11/29/2020,0
10-19,Female,0,0,0,0,11/30/2020,0
10-19,Female,0,0,0,0,12/1/2020,0
10-19,Female,0,0,0,0,12/2/2020,0
10-19,Female,0,0,0,0,12/3/2020,0
10-19,Female,0,0,0,0,12/4/2020,0
10-19,Female,0,0,0,0,12/5/2020,0
10-19,Female,0,0,0,0,12/6/2020,0
10-19,Female,0,0,0,0,12/7/2020,0
10-19,Female,0,0,0,0,12/8/2020,0
10-19,Female,0,0,0,0,12/9/2020,0
10-19,Female,0,0,0,0,12/10/2020,0
10-19,Female,0,0,0,0,12/11/2020,0
10-19,Female,0,0,0,0,12/12/2020,0
10-19,Female,0,0,0,0,12/13/2020,0
10-19,Female,0,0,0,0,12/14/2020,0
10-19,Female,0,0,0,0,12/15/2020,0
10-19,Female,0,0,0,0,12/16/2020,0
10-19,Female,0,0,0,0,12/17/2020,0
10-19,Female,1,1,1,,12/18/2020,0
10-19,Female,,1,,,12/19/2020,0
10-19,Female,,1,,,12/20/2020,0
10-19,Female,1,2,1,,12/21/2020,0
10-19,Female,,2,,,12/22/2020,0
10-19,Female,,2,,,12/23/2020,0
10-19,Female,,2,,,12/24/2020,0
10-19,Female,,2,,,12/25/2020,0
10-19,Female,,2,,,12/26/2020,0
10-19,Female,,1,,1,12/27/2020,0
10-19,Female,,1,,,12/28/2020,0
10-19,Female,,1,,,12/29/2020,0
10-19,Female,,1,,,12/30/2020,0
10-19,Female,1,2,1,,12/31/2020,0
10-19,Female,1,2,1,1,1/1/2021,0
10-19,Female,,2,,,1/2/2021,0
10-19,Female,1,3,1,,1/3/2021,0
10-19,Female,,3,,,1/4/2021,0
10-19,Female,,3,,,1/5/2021,0
10-19,Female,,3,,,1/6/2021,0
10-19,Female,,3,,,1/7/2021,0
10-19,Female,,3,,,1/8/2021,0
10-19,Female,1,4,1,,1/9/2021,0
10-19,Female,,3,,1,1/10/2021,0
10-19,Female,,3,,,1/11/2021,0
10-19,Female,,3,,,1/12/2021,0
10-19,Female,,2,,1,1/13/2021,0
10-19,Female,,1,,1,1/14/2021,0
10-19,Female,,1,,,1/15/2021,0
10-19,Female,,1,,,1/16/2021,0
10-19,Female,,1,,,1/17/2021,0
10-19,Female,,1,,,1/18/2021,0
10-19,Female,,1,,,1/19/2021,0
10-19,Female,,1,,,1/20/2021,0
10-19,Female,,1,,,1/21/2021,0
10-19,Female,1,2,1,,1/22/2021,0
10-19,Female,,1,,1,1/23/2021,0
10-19,Female,,1,,,1/24/2021,0
10-19,Female,,1,,,1/25/2021,0
10-19,Female,,1,,,1/26/2021,0
10-19,Female,,1,,,1/27/2021,0
10-19,Female,,1,,,1/28/2021,0
10-19,Female,,1,,,1/29/2021,0
10-19,Female,,1,,,1/30/2021,0
10-19,Female,,1,,,1/31/2021,0
10-19,Female,,1,,,2/1/2021,0
10-19,Female,,1,,,2/2/2021,0
10-19,Female,,1,,,2/3/2021,0
10-19,Female,,,,1,2/4/2021,0
10-19,Female,0,0,0,0,2/5/2021,0
10-19,Female,0,0,0,0,2/6/2021,0
10-19,Female,0,0,0,0,2/7/2021,0
10-19,Female,0,0,0,0,2/8/2021,0
10-19,Female,0,0,0,0,2/9/2021,0
10-19,Female,0,0,0,0,2/10/2021,0
10-19,Female,0,0,0,0,2/11/2021,0
10-19,Female,0,0,0,0,2/12/2021,0
10-19,Female,0,0,0,0,2/13/2021,0
10-19,Female,0,0,0,0,2/14/2021,0
10-19,Female,0,0,0,0,2/15/2021,0
10-19,Female,0,0,0,0,2/16/2021,0
10-19,Female,0,0,0,0,2/17/2021,0
10-19,Female,0,0,0,0,2/18/2021,0
10-19,Female,0,0,0,0,2/19/2021,0
10-19,Female,0,0,0,0,2/20/2021,0
10-19,Female,0,0,0,0,2/21/2021,0
10-19,Female,0,0,0,0,2/22/2021,0
10-19,Female,0,0,0,0,2/23/2021,0
10-19,Female,0,0,0,0,2/24/2021,0
10-19,Female,0,0,0,0,2/25/2021,0
10-19,Female,0,0,0,0,2/26/2021,0
10-19,Female,0,0,0,0,2/27/2021,0
10-19,Female,0,0,0,0,2/28/2021,0
10-19,Female,0,0,0,0,3/1/2021,0
10-19,Female,0,0,0,0,3/2/2021,0
10-19,Female,0,0,0,0,3/3/2021,0
10-19,Female,0,0,0,0,3/4/2021,0
10-19,Female,0,0,0,0,3/5/2021,0
10-19,Female,0,0,0,0,3/6/2021,0
10-19,Female,0,0,0,0,3/7/2021,0
10-19,Female,0,0,0,0,3/8/2021,0
10-19,Female,0,0,0,0,3/9/2021,0
10-19,Female,0,0,0,0,3/10/2021,0
10-19,Female,0,0,0,0,3/11/2021,0
10-19,Female,0,0,0,0,3/12/2021,0
10-19,Female,0,0,0,0,3/13/2021,0
10-19,Female,0,0,0,0,3/14/2021,0
10-19,Female,0,0,0,0,3/15/2021,0
10-19,Female,0,0,0,0,3/16/2021,0
10-19,Female,0,0,0,0,3/17/2021,0
10-19,Female,0,0,0,0,3/18/2021,0
10-19,Female,0,0,0,0,3/19/2021,0
10-19,Female,0,0,0,0,3/20/2021,0
10-19,Female,0,0,0,0,3/21/2021,0
10-19,Female,0,0,0,0,3/22/2021,0
10-19,Female,0,0,0,0,3/23/2021,0
10-19,Female,0,0,0,0,3/24/2021,0
10-19,Female,0,0,0,0,3/25/2021,0
10-19,Female,0,0,0,0,3/26/2021,0
10-19,Female,0,0,0,0,3/27/2021,0
10-19,Female,0,0,0,0,3/28/2021,0
10-19,Female,0,0,0,0,3/29/2021,0
10-19,Female,0,0,0,0,3/30/2021,0
10-19,Female,0,0,0,0,3/31/2021,0
10-19,Female,0,0,0,0,4/1/2021,0
10-19,Female,0,0,0,0,4/2/2021,0
10-19,Female,0,0,0,0,4/3/2021,0
10-19,Female,0,0,0,0,4/4/2021,0
10-19,Female,0,0,0,0,4/5/2021,0
10-19,Female,0,0,0,0,4/6/2021,0
10-19,Female,0,0,0,0,4/7/2021,0
10-19,Female,0,0,0,0,4/8/2021,0
10-19,Female,0,0,0,0,4/9/2021,0
10-19,Female,0,0,0,0,4/10/2021,0
10-19,Female,0,0,0,0,4/11/2021,0
10-19,Female,0,0,0,0,4/12/2021,0
10-19,Female,0,0,0,0,4/13/2021,0
10-19,Female,0,0,0,0,4/14/2021,0
10-19,Female,0,0,0,0,4/15/2021,0
10-19,Female,0,0,0,0,4/16/2021,0
10-19,Female,0,0,0,0,4/17/2021,0
10-19,Female,0,0,0,0,4/18/2021,0
10-19,Female,0,0,0,0,4/19/2021,0
10-19,Female,0,0,0,0,4/20/2021,0
10-19,Female,0,0,0,0,4/21/2021,0
10-19,Female,0,0,0,0,4/22/2021,0
10-19,Female,0,0,0,0,4/23/2021,0
10-19,Female,0,0,0,0,4/24/2021,0
10-19,Female,0,0,0,0,4/25/2021,0
10-19,Female,1,1,1,,4/26/2021,0
10-19,Female,1,2,1,,4/27/2021,0
10-19,Female,,2,,,4/28/2021,0
10-19,Female,,2,,,4/29/2021,0
10-19,Female,,2,,,4/30/2021,0
10-19,Female,,2,,,5/1/2021,0
10-19,Female,,2,,,5/2/2021,0
10-19,Female,,2,,,5/3/2021,0
10-19,Female,,2,,,5/4/2021,0
10-19,Female,,2,,,5/5/2021,0
10-19,Female,,2,,,5/6/2021,0
10-19,Female,,2,,,5/7/2021,0
10-19,Female,,2,,,5/8/2021,0
10-19,Female,,2,,,5/9/2021,0
10-19,Female,,,,2,5/10/2021,0
10-19,Female,0,0,0,0,5/11/2021,0
10-19,Female,0,0,0,0,5/12/2021,0
10-19,Female,0,0,0,0,5/13/2021,0
10-19,Female,0,0,0,0,5/14/2021,0
10-19,Female,1,1,1,,5/15/2021,0
10-19,Female,,1,,,5/16/2021,0
10-19,Female,,1,,,5/17/2021,0
10-19,Female,,1,,,5/18/2021,0
10-19,Female,,1,,,5/19/2021,0
10-19,Female,,1,,,5/20/2021,0
10-19,Female,,1,,,5/21/2021,0
10-19,Female,,1,,,5/22/2021,0
10-19,Female,,1,,,5/23/2021,0
10-19,Female,,1,,,5/24/2021,0
10-19,Female,,1,,,5/25/2021,0
10-19,Female,,1,,,5/26/2021,0
10-19,Female,1,2,1,,5/27/2021,0
10-19,Female,,2,,,5/28/2021,0
10-19,Female,,1,,1,5/29/2021,0
10-19,Female,,1,,,5/30/2021,0
10-19,Female,1,2,1,,5/31/2021,0
10-19,Female,1,3,1,,6/1/2021,0
10-19,Female,,3,,,6/2/2021,0
10-19,Female,,3,,,6/3/2021,0
10-19,Female,,3,,,6/4/2021,0
10-19,Female,1,4,1,,6/5/2021,0
10-19,Female,2,6,2,,6/6/2021,0
10-19,Female,,6,,,6/7/2021,0
10-19,Female,,5,,1,6/8/2021,0
10-19,Female,,5,,,6/9/2021,0
10-19,Female,,4,,1,6/10/2021,0
10-19,Female,,4,,,6/11/2021,0
10-19,Female,,3,,1,6/12/2021,0
10-19,Female,,3,,,6/13/2021,0
10-19,Female,,2,,1,6/14/2021,0
10-19,Female,,2,,,6/15/2021,0
10-19,Female,,2,,,6/16/2021,0
10-19,Female,,2,,,6/17/2021,0
10-19,Female,,2,,,6/18/2021,0
10-19,Female,,2,,,6/19/2021,0
10-19,Female,1,3,1,,6/20/2021,0
10-19,Female,1,4,1,,6/21/2021,0
10-19,Female,,4,,,6/22/2021,0
10-19,Female,,4,,,6/23/2021,0
10-19,Female,,3,,1,6/24/2021,0
10-19,Female,,3,,,6/25/2021,0
10-19,Female,,3,,,6/26/2021,0
10-19,Female,,3,,,6/27/2021,0
10-19,Female,1,4,1,,6/28/2021,0
10-19,Female,1,5,1,,6/29/2021,0
10-19,Female,,5,,,6/30/2021,0
10-19,Female,,5,,,7/1/2021,0
10-19,Female,,5,,,7/2/2021,0
10-19,Female,,4,,1,7/3/2021,0
10-19,Female,,3,,1,7/4/2021,0
10-19,Female,,3,,,7/5/2021,0
10-19,Female,,3,,,7/6/2021,0
10-19,Female,,3,,,7/7/2021,0
10-19,Female,,3,,,7/8/2021,0
10-19,Female,,2,,1,7/9/2021,0
10-19,Female,,2,,,7/10/2021,0
10-19,Female,,2,,,7/11/2021,0
10-19,Female,1,3,1,,7/12/2021,0
10-19,Female,1,4,1,,7/13/2021,0
10-19,Female,,3,,1,7/14/2021,0
10-19,Female,,3,,,7/15/2021,0
10-19,Female,2,5,2,,7/16/2021,0
10-19,Female,1,6,1,,7/17/2021,0
10-19,Female,,6,,,7/18/2021,0
10-19,Female,2,8,2,,7/19/2021,0
10-19,Female,2,10,2,,7/20/2021,0
10-19,Female,1,11,1,,7/21/2021,0
10-19,Female,2,12,2,1,7/22/2021,0
10-19,Female,1,13,1,,7/23/2021,0
10-19,Female,,13,,,7/24/2021,0
10-19,Female,,13,,,7/25/2021,0
10-19,Female,2,15,2,,7/26/2021,0
10-19,Female,,15,,,7/27/2021,0
10-19,Female,3,18,3,,7/28/2021,0
10-19,Female,,18,,,7/29/2021,0
10-19,Female,,14,,4,7/30/2021,0
10-19,Female,1,13,1,2,7/31/2021,0
10-19,Female,,13,,,8/1/2021,0
10-19,Female,1,10,1,4,8/2/2021,0
10-19,Female,,10,,,8/3/2021,0
10-19,Female,,8,,2,8/4/2021,0
10-19,Female,3,10,3,1,8/5/2021,0
10-19,Female,4,14,4,,8/6/2021,0
10-19,Female,,14,,,8/7/2021,0
10-19,Female,2,15,2,1,8/8/2021,0
10-19,Female,1,15,1,1,8/9/2021,0
10-19,Female,5,15,5,5,8/10/2021,0
10-19,Female,3,18,3,,8/11/2021,0
10-19,Female,2,19,2,1,8/12/2021,0
10-19,Female,3,22,3,,8/13/2021,0
10-19,Female,3,25,3,,8/14/2021,0
10-19,Female,2,26,2,1,8/15/2021,0
10-19,Female,3,29,3,,8/16/2021,0
10-19,Female,3,32,3,,8/17/2021,0
10-19,Female,8,39,8,1,8/18/2021,0
10-19,Female,4,43,4,,8/19/2021,0
10-19,Female,4,42,4,5,8/20/2021,0
