agegroup,Sex,Cases,Cases_Male,Active_Cases,Daily_Recovered,Date,Cases_Female
50-59,Female,0,0,0,0,1/25/2020,0
50-59,Male,1,1,1,,1/25/2020,0
50-59,Female,0,0,0,0,1/26/2020,0
50-59,Male,,,1,,1/26/2020,0
50-59,Female,0,0,0,0,1/27/2020,0
50-59,Male,,,1,,1/27/2020,0
50-59,Female,0,0,0,0,1/28/2020,0
50-59,Male,,,1,,1/28/2020,0
50-59,Female,0,0,0,0,1/29/2020,0
50-59,Male,,,1,,1/29/2020,0
50-59,Female,0,0,0,0,1/30/2020,0
50-59,Male,,,1,,1/30/2020,0
50-59,Female,0,0,0,0,1/31/2020,0
50-59,Male,,,1,,1/31/2020,0
50-59,Female,0,0,0,0,2/1/2020,0
50-59,Male,,,1,,2/1/2020,0
50-59,Female,0,0,0,0,2/2/2020,0
50-59,Male,,,1,,2/2/2020,0
50-59,Female,0,0,0,0,2/3/2020,0
50-59,Male,,,1,,2/3/2020,0
50-59,Female,0,0,0,0,2/4/2020,0
50-59,Male,,,1,,2/4/2020,0
50-59,Female,0,0,0,0,2/5/2020,0
50-59,Male,,,1,,2/5/2020,0
50-59,Female,0,0,0,0,2/6/2020,0
50-59,Male,,,1,,2/6/2020,0
50-59,Female,0,0,0,0,2/7/2020,0
50-59,Male,,,1,,2/7/2020,0
50-59,Female,0,0,0,0,2/8/2020,0
50-59,Male,,,1,,2/8/2020,0
50-59,Female,0,0,0,0,2/9/2020,0
50-59,Male,,,1,,2/9/2020,0
50-59,Female,0,0,0,0,2/10/2020,0
50-59,Male,,,1,,2/10/2020,0
50-59,Female,0,0,0,0,2/11/2020,0
50-59,Male,,,1,,2/11/2020,0
50-59,Female,0,0,0,0,2/12/2020,0
50-59,Male,,,1,,2/12/2020,0
50-59,Female,0,0,0,0,2/13/2020,0
50-59,Male,,,1,,2/13/2020,0
50-59,Female,0,0,0,0,2/14/2020,0
50-59,Male,,,1,,2/14/2020,0
50-59,Female,0,0,0,0,2/15/2020,0
50-59,Male,,,1,,2/15/2020,0
50-59,Female,0,0,0,0,2/16/2020,0
50-59,Male,,,1,,2/16/2020,0
50-59,Female,0,0,0,0,2/17/2020,0
50-59,Male,,,,1,2/17/2020,0
50-59,Female,0,0,0,0,2/18/2020,0
50-59,Male,0,0,0,0,2/18/2020,0
50-59,Female,0,0,0,0,2/19/2020,0
50-59,Male,0,0,0,0,2/19/2020,0
50-59,Female,0,0,0,0,2/20/2020,0
50-59,Male,0,0,0,0,2/20/2020,0
50-59,Female,0,0,0,0,2/21/2020,0
50-59,Male,0,0,0,0,2/21/2020,0
50-59,Female,0,0,0,0,2/22/2020,0
50-59,Male,0,0,0,0,2/22/2020,0
50-59,Female,0,0,0,0,2/23/2020,0
50-59,Male,0,0,0,0,2/23/2020,0
50-59,Female,0,0,0,0,2/24/2020,0
50-59,Male,0,0,0,0,2/24/2020,0
50-59,Female,0,0,0,0,2/25/2020,0
50-59,Male,0,0,0,0,2/25/2020,0
50-59,Female,0,0,0,0,2/26/2020,0
50-59,Male,0,0,0,0,2/26/2020,0
50-59,Female,0,0,0,0,2/27/2020,0
50-59,Female,0,0,0,0,2/28/2020,0
50-59,Female,0,0,0,0,2/29/2020,0
50-59,Female,0,0,0,0,3/1/2020,0
50-59,Female,0,0,0,0,3/2/2020,0
50-59,Female,0,0,0,0,3/3/2020,0
50-59,Female,0,0,0,0,3/4/2020,0
50-59,Female,0,0,0,0,3/5/2020,0
50-59,Female,0,0,0,0,3/6/2020,0
50-59,Female,1,0,1,,3/7/2020,1
50-59,Female,1,0,2,,3/8/2020,1
50-59,Female,,0,2,,3/9/2020,
50-59,Female,1,0,3,,3/10/2020,1
50-59,Female,,0,3,,3/11/2020,
50-59,Female,,0,3,,3/12/2020,
50-59,Female,2,0,5,,3/13/2020,2
50-59,Female,,0,5,,3/14/2020,
50-59,Female,,0,5,,3/15/2020,
50-59,Female,,0,1,4,3/16/2020,
50-59,Female,4,0,5,,3/17/2020,4
50-59,Female,5,0,10,,3/18/2020,5
50-59,Female,2,0,12,,3/19/2020,2
50-59,Female,1,0,13,,3/20/2020,1
50-59,Female,4,0,15,2,3/21/2020,4
50-59,Female,8,0,22,1,3/22/2020,8
50-59,Female,8,0,29,1,3/23/2020,8
50-59,Female,10,0,37,2,3/24/2020,10
50-59,Female,2,0,35,4,3/25/2020,2
50-59,Female,4,0,37,2,3/26/2020,4
50-59,Female,13,0,49,1,3/27/2020,13
50-59,Female,6,0,55,,3/28/2020,6
50-59,Female,4,0,52,7,3/29/2020,4
50-59,Female,5,0,49,9,3/30/2020,5
50-59,Female,6,0,52,2,3/31/2020,6
50-59,Female,9,0,54,8,4/1/2020,9
50-59,Female,6,0,53,6,4/2/2020,6
50-59,Female,2,0,49,6,4/3/2020,2
50-59,Female,1,0,39,11,4/4/2020,1
50-59,Female,4,0,38,5,4/5/2020,4
50-59,Female,1,0,34,5,4/6/2020,1
50-59,Female,6,0,33,7,4/7/2020,6
50-59,Female,2,0,29,6,4/8/2020,2
50-59,Female,2,0,26,5,4/9/2020,2
50-59,Female,1,0,24,3,4/10/2020,1
50-59,Female,1,0,21,4,4/11/2020,1
50-59,Female,,0,19,2,4/12/2020,
50-59,Female,,0,16,3,4/13/2020,
50-59,Female,,0,15,1,4/14/2020,
50-59,Female,,0,14,1,4/15/2020,
50-59,Female,,0,13,1,4/16/2020,
50-59,Female,4,0,13,4,4/17/2020,4
50-59,Female,1,0,11,3,4/18/2020,1
50-59,Female,,0,10,1,4/19/2020,
50-59,Female,1,0,10,2,4/20/2020,1
50-59,Female,1,0,7,3,4/21/2020,1
50-59,Female,,0,6,1,4/22/2020,
50-59,Female,1,0,7,,4/23/2020,1
50-59,Female,,0,6,1,4/24/2020,
50-59,Female,2,0,8,,4/25/2020,2
50-59,Female,,0,7,1,4/26/2020,
50-59,Female,,0,7,,4/27/2020,
50-59,Female,,0,5,2,4/28/2020,
50-59,Female,1,0,5,1,4/29/2020,1
50-59,Female,,0,5,,4/30/2020,
50-59,Female,1,0,6,,5/1/2020,1
50-59,Female,,0,6,,5/2/2020,
50-59,Female,1,0,7,,5/3/2020,1
50-59,Female,1,0,8,,5/4/2020,1
50-59,Female,2,0,8,2,5/5/2020,2
50-59,Female,,0,8,,5/6/2020,
50-59,Female,,0,8,,5/7/2020,
50-59,Female,1,0,7,2,5/8/2020,1
50-59,Female,1,0,7,1,5/9/2020,1
50-59,Female,,0,7,,5/10/2020,
50-59,Female,,0,7,,5/11/2020,
50-59,Female,,0,6,1,5/12/2020,
50-59,Female,,0,5,1,5/13/2020,
50-59,Female,1,0,5,1,5/14/2020,1
50-59,Female,2,0,7,,5/15/2020,2
50-59,Female,,0,7,,5/16/2020,
50-59,Female,,0,7,,5/17/2020,
50-59,Female,,0,7,,5/18/2020,
50-59,Female,1,0,8,,5/19/2020,1
50-59,Female,,0,7,1,5/20/2020,
50-59,Female,,0,7,,5/21/2020,
50-59,Female,2,0,9,,5/22/2020,2
50-59,Female,,0,8,1,5/23/2020,
50-59,Female,,0,7,1,5/24/2020,
50-59,Female,,0,6,1,5/25/2020,
50-59,Female,1,0,6,1,5/26/2020,1
50-59,Female,,0,5,1,5/27/2020,
50-59,Female,,0,5,,5/28/2020,
50-59,Female,,0,5,,5/29/2020,
50-59,Female,,0,5,,5/30/2020,
50-59,Female,,0,4,1,5/31/2020,
50-59,Female,1,0,5,,6/1/2020,1
50-59,Female,,0,4,1,6/2/2020,
50-59,Female,1,0,5,,6/3/2020,1
50-59,Female,,0,5,,6/4/2020,
50-59,Female,,0,4,1,6/5/2020,
50-59,Female,,0,4,,6/6/2020,
50-59,Female,,0,4,,6/7/2020,
50-59,Female,,0,4,,6/8/2020,
50-59,Female,,0,2,2,6/9/2020,
50-59,Female,,0,2,,6/10/2020,
50-59,Female,1,0,3,,6/11/2020,1
50-59,Female,,0,3,,6/12/2020,
50-59,Female,,0,2,1,6/13/2020,
50-59,Female,1,0,3,,6/14/2020,1
50-59,Female,,0,3,,6/15/2020,
50-59,Female,3,0,5,1,6/16/2020,3
50-59,Female,,0,5,,6/17/2020,
50-59,Female,1,0,6,,6/18/2020,1
50-59,Female,,0,6,,6/19/2020,
50-59,Female,,0,6,,6/20/2020,
50-59,Female,,0,5,1,6/21/2020,
50-59,Female,1,0,6,,6/22/2020,1
50-59,Female,1,0,6,1,6/23/2020,1
50-59,Female,4,0,9,1,6/24/2020,4
50-59,Female,1,0,9,1,6/25/2020,1
50-59,Female,4,0,13,,6/26/2020,4
50-59,Female,3,0,16,,6/27/2020,3
50-59,Female,3,0,18,1,6/28/2020,3
50-59,Female,4,0,20,2,6/29/2020,4
50-59,Female,4,0,23,1,6/30/2020,4
50-59,Female,2,0,26,,7/1/2020,2
50-59,Female,1,0,22,4,7/2/2020,1
50-59,Female,,0,21,1,7/3/2020,
50-59,Female,,0,19,2,7/4/2020,
50-59,Female,7,0,23,3,7/5/2020,7
50-59,Female,4,0,25,2,7/6/2020,4
50-59,Female,2,0,27,,7/7/2020,2
50-59,Female,8,0,32,3,7/8/2020,8
50-59,Female,9,0,37,4,7/9/2020,9
50-59,Female,14,0,49,3,7/10/2020,14
50-59,Female,13,0,61,,7/11/2020,13
50-59,Female,8,0,68,2,7/12/2020,8
50-59,Female,8,0,74,1,7/13/2020,8
50-59,Female,14,0,84,4,7/14/2020,14
50-59,Female,20,0,103,1,7/15/2020,20
50-59,Female,24,0,122,5,7/16/2020,24
50-59,Female,7,0,125,4,7/17/2020,7
50-59,Female,18,0,142,1,7/18/2020,18
50-59,Female,16,0,154,4,7/19/2020,16
50-59,Female,17,0,170,2,7/20/2020,17
50-59,Female,32,0,192,9,7/21/2020,32
50-59,Female,22,0,207,8,7/22/2020,22
50-59,Female,13,0,212,7,7/23/2020,13
50-59,Female,19,0,225,5,7/24/2020,19
50-59,Female,20,0,234,11,7/25/2020,20
50-59,Female,35,0,264,5,7/26/2020,35
50-59,Female,24,0,276,12,7/27/2020,24
50-59,Female,22,0,286,12,7/28/2020,22
50-59,Female,40,0,317,9,7/29/2020,40
50-59,Female,34,0,334,17,7/30/2020,34
50-59,Female,14,0,333,15,7/31/2020,14
50-59,Female,30,0,349,14,8/1/2020,30
50-59,Female,25,0,360,14,8/2/2020,25
50-59,Female,15,0,362,13,8/3/2020,15
50-59,Female,33,0,377,19,8/4/2020,33
50-59,Female,27,0,386,17,8/5/2020,27
50-59,Female,23,0,391,18,8/6/2020,23
50-59,Female,21,0,390,21,8/7/2020,21
50-59,Female,22,0,384,28,8/8/2020,22
50-59,Female,15,0,362,37,8/9/2020,15
50-59,Female,18,0,363,17,8/10/2020,18
50-59,Female,30,0,368,25,8/11/2020,30
50-59,Female,26,0,377,16,8/12/2020,26
50-59,Female,21,0,368,30,8/13/2020,21
50-59,Female,20,0,358,30,8/14/2020,20
50-59,Female,14,0,344,28,8/15/2020,14
50-59,Female,13,0,317,40,8/16/2020,13
50-59,Female,9,0,308,18,8/17/2020,9
50-59,Female,8,0,288,28,8/18/2020,8
50-59,Female,8,0,262,34,8/19/2020,8
50-59,Female,10,0,241,31,8/20/2020,10
50-59,Female,9,0,234,16,8/21/2020,9
50-59,Female,8,0,197,45,8/22/2020,8
50-59,Female,7,0,179,25,8/23/2020,7
50-59,Female,8,0,177,10,8/24/2020,8
50-59,Female,8,0,163,22,8/25/2020,8
50-59,Female,6,0,155,14,8/26/2020,6
50-59,Female,8,0,142,21,8/27/2020,8
50-59,Female,3,0,130,15,8/28/2020,3
50-59,Female,7,0,121,16,8/29/2020,7
50-59,Female,3,0,113,11,8/30/2020,3
50-59,Female,4,0,111,6,8/31/2020,4
50-59,Female,4,0,108,7,9/1/2020,4
50-59,Female,8,0,109,7,9/2/2020,8
50-59,Female,4,0,100,13,9/3/2020,4
50-59,Female,5,0,98,7,9/4/2020,5
50-59,Female,5,0,97,7,9/5/2020,5
50-59,Female,2,0,91,7,9/6/2020,2
50-59,Female,,0,85,6,9/7/2020,
50-59,Female,2,0,77,10,9/8/2020,2
50-59,Female,2,0,70,9,9/9/2020,2
50-59,Female,2,0,59,13,9/10/2020,2
50-59,Female,3,0,55,6,9/11/2020,3
50-59,Female,2,0,50,7,9/12/2020,2
50-59,Female,,0,42,8,9/13/2020,
50-59,Female,2,0,41,3,9/14/2020,2
50-59,Female,,0,35,6,9/15/2020,
50-59,Female,1,0,34,2,9/16/2020,1
50-59,Female,1,0,33,2,9/17/2020,1
50-59,Female,1,0,31,3,9/18/2020,1
50-59,Female,1,0,31,1,9/19/2020,1
50-59,Female,1,0,28,4,9/20/2020,1
50-59,Female,2,0,23,7,9/21/2020,2
50-59,Female,1,0,22,2,9/22/2020,1
50-59,Female,1,0,20,3,9/23/2020,1
50-59,Female,1,0,18,3,9/24/2020,1
50-59,Female,,0,18,,9/25/2020,
50-59,Female,,0,16,2,9/26/2020,
50-59,Female,,0,12,4,9/27/2020,
50-59,Female,,0,10,2,9/28/2020,
50-59,Female,1,0,10,1,9/29/2020,1
50-59,Female,1,0,11,,9/30/2020,1
50-59,Female,1,0,12,,10/1/2020,1
50-59,Female,,0,12,,10/2/2020,
50-59,Female,1,0,12,1,10/3/2020,1
50-59,Female,,0,12,,10/4/2020,
50-59,Female,,0,12,,10/5/2020,
50-59,Female,1,0,10,3,10/6/2020,1
50-59,Female,2,0,12,,10/7/2020,2
50-59,Female,,0,10,2,10/8/2020,
50-59,Female,,0,10,,10/9/2020,
50-59,Female,,0,6,4,10/10/2020,
50-59,Female,,0,5,1,10/11/2020,
50-59,Female,,0,4,1,10/12/2020,
50-59,Female,1,0,5,,10/13/2020,1
50-59,Female,,0,4,1,10/14/2020,
50-59,Female,,0,4,,10/15/2020,
50-59,Female,,0,3,1,10/16/2020,
50-59,Female,,0,3,,10/17/2020,
50-59,Female,,0,3,,10/18/2020,
50-59,Female,,0,3,,10/19/2020,
50-59,Female,,0,2,1,10/20/2020,
50-59,Female,,0,2,,10/21/2020,
50-59,Female,,0,1,1,10/22/2020,
50-59,Female,,0,1,,10/23/2020,
50-59,Female,,0,1,,10/24/2020,
50-59,Female,,0,1,,10/25/2020,
50-59,Female,,0,1,,10/26/2020,
50-59,Female,,0,1,,10/27/2020,
50-59,Female,,0,1,,10/28/2020,
50-59,Female,,0,1,,10/29/2020,
50-59,Female,,0,1,,10/30/2020,
50-59,Female,,0,1,,10/31/2020,
50-59,Female,,0,1,,11/1/2020,
50-59,Female,,0,1,,11/2/2020,
50-59,Female,,0,1,,11/3/2020,
50-59,Female,,0,1,,11/4/2020,
50-59,Female,,0,1,,11/5/2020,
50-59,Female,,0,1,,11/6/2020,
50-59,Female,,0,1,,11/7/2020,
50-59,Female,,0,1,,11/8/2020,
50-59,Female,,0,1,,11/9/2020,
50-59,Female,,0,1,,11/10/2020,
50-59,Female,,0,1,,11/11/2020,
50-59,Female,,0,1,,11/12/2020,
50-59,Female,,0,1,,11/13/2020,
50-59,Female,,0,1,,11/14/2020,
50-59,Female,,0,1,,11/15/2020,
50-59,Female,,0,1,,11/16/2020,
50-59,Female,,0,1,,11/17/2020,
50-59,Female,,0,1,,11/18/2020,
50-59,Female,,0,1,,11/19/2020,
50-59,Female,,0,1,,11/20/2020,
50-59,Female,,0,1,,11/21/2020,
50-59,Female,,0,1,,11/22/2020,
50-59,Female,,0,1,,11/23/2020,
50-59,Female,,0,1,,11/24/2020,
50-59,Female,,0,1,,11/25/2020,
50-59,Female,,0,1,,11/26/2020,
50-59,Female,,0,1,,11/27/2020,
50-59,Female,,0,1,,11/28/2020,
50-59,Female,,0,1,,11/29/2020,
50-59,Female,,0,1,,11/30/2020,
50-59,Female,,0,1,,12/1/2020,
50-59,Female,,0,1,,12/2/2020,
50-59,Female,,0,1,,12/3/2020,
50-59,Female,,0,1,,12/4/2020,
50-59,Female,,0,1,,12/5/2020,
50-59,Female,,0,1,,12/6/2020,
50-59,Female,,0,1,,12/7/2020,
50-59,Female,,0,1,,12/8/2020,
50-59,Female,,0,1,,12/9/2020,
50-59,Female,,0,1,,12/10/2020,
50-59,Female,,0,1,,12/11/2020,
50-59,Female,,0,1,,12/12/2020,
50-59,Female,,0,1,,12/13/2020,
50-59,Female,,0,1,,12/14/2020,
50-59,Female,,0,1,,12/15/2020,
50-59,Female,,0,1,,12/16/2020,
50-59,Female,,0,1,,12/17/2020,
50-59,Female,,0,1,,12/18/2020,
50-59,Female,,0,1,,12/19/2020,
50-59,Female,,0,1,,12/20/2020,
50-59,Female,,0,1,,12/21/2020,
50-59,Female,,0,1,,12/22/2020,
50-59,Female,,0,1,,12/23/2020,
50-59,Female,,0,1,,12/24/2020,
50-59,Female,,0,1,,12/25/2020,
50-59,Female,,0,1,,12/26/2020,
50-59,Female,,0,1,,12/27/2020,
50-59,Female,,0,1,,12/28/2020,
50-59,Female,,0,1,,12/29/2020,
50-59,Female,,0,1,,12/30/2020,
50-59,Female,,0,1,,12/31/2020,
50-59,Female,1,0,2,,1/1/2021,1
50-59,Female,1,0,3,,1/2/2021,1
50-59,Female,,0,3,,1/3/2021,
50-59,Female,,0,3,,1/4/2021,
50-59,Female,,0,3,,1/5/2021,
50-59,Female,,0,3,,1/6/2021,
50-59,Female,,0,3,,1/7/2021,
50-59,Female,,0,3,,1/8/2021,
50-59,Female,,0,3,,1/9/2021,
50-59,Female,,0,2,1,1/10/2021,
50-59,Female,,0,2,,1/11/2021,
50-59,Female,,0,2,,1/12/2021,
50-59,Female,,0,2,,1/13/2021,
50-59,Female,,0,1,1,1/14/2021,
50-59,Female,,0,1,,1/15/2021,
50-59,Female,1,0,2,,1/16/2021,1
50-59,Female,,0,2,,1/17/2021,
50-59,Female,,0,2,,1/18/2021,
50-59,Female,,0,2,,1/19/2021,
50-59,Female,,0,2,,1/20/2021,
50-59,Female,,0,2,,1/21/2021,
50-59,Female,,0,2,,1/22/2021,
50-59,Female,,0,2,,1/23/2021,
50-59,Female,,0,2,,1/24/2021,
50-59,Female,,0,2,,1/25/2021,
50-59,Female,,0,2,,1/26/2021,
50-59,Female,,0,2,,1/27/2021,
50-59,Female,,0,2,,1/28/2021,
50-59,Female,,0,1,1,1/29/2021,
50-59,Female,,0,1,,1/30/2021,
50-59,Female,,0,1,,1/31/2021,
50-59,Female,,0,1,,2/1/2021,
50-59,Female,,0,1,,2/2/2021,
50-59,Female,,0,1,,2/3/2021,
50-59,Female,,0,1,,2/4/2021,
50-59,Female,,0,1,,2/5/2021,
50-59,Female,,0,1,,2/6/2021,
50-59,Female,1,0,2,,2/7/2021,1
50-59,Female,,0,2,,2/8/2021,
50-59,Female,,0,2,,2/9/2021,
50-59,Female,,0,2,,2/10/2021,
50-59,Female,,0,2,,2/11/2021,
50-59,Female,,0,2,,2/12/2021,
50-59,Female,1,0,3,,2/13/2021,1
50-59,Female,,0,3,,2/14/2021,
50-59,Female,,0,3,,2/15/2021,
50-59,Female,,0,3,,2/16/2021,
50-59,Female,,0,3,,2/17/2021,
50-59,Female,,0,3,,2/18/2021,
50-59,Female,,0,3,,2/19/2021,
50-59,Female,,0,3,,2/20/2021,
50-59,Female,,0,3,,2/21/2021,
50-59,Female,,0,3,,2/22/2021,
50-59,Female,,0,2,1,2/23/2021,
50-59,Female,,0,2,,2/24/2021,
50-59,Female,,0,2,,2/25/2021,
50-59,Female,,0,2,,2/26/2021,
50-59,Female,,0,2,,2/27/2021,
50-59,Female,,0,2,,2/28/2021,
50-59,Female,,0,2,,3/1/2021,
50-59,Female,,0,2,,3/2/2021,
50-59,Female,,0,1,1,3/3/2021,
50-59,Female,,0,1,,3/4/2021,
50-59,Female,,0,1,,3/5/2021,
50-59,Female,,0,1,,3/6/2021,
50-59,Female,,0,1,,3/7/2021,
50-59,Female,,0,1,,3/8/2021,
50-59,Female,,0,1,,3/9/2021,
50-59,Female,,0,1,,3/10/2021,
50-59,Female,,0,1,,3/11/2021,
50-59,Female,,0,1,,3/12/2021,
50-59,Female,,0,1,,3/13/2021,
50-59,Female,,0,1,,3/14/2021,
50-59,Female,,0,1,,3/15/2021,
50-59,Female,,0,1,,3/16/2021,
50-59,Female,,0,1,,3/17/2021,
50-59,Female,,0,1,,3/18/2021,
50-59,Female,,0,1,,3/19/2021,
50-59,Female,,0,1,,3/20/2021,
50-59,Female,,0,1,,3/21/2021,
50-59,Female,,0,1,,3/22/2021,
50-59,Female,,0,1,,3/23/2021,
50-59,Female,,0,1,,3/24/2021,
50-59,Female,,0,1,,3/25/2021,
50-59,Female,,0,1,,3/26/2021,
50-59,Female,,0,1,,3/27/2021,
50-59,Female,,0,1,,3/28/2021,
50-59,Female,,0,1,,3/29/2021,
50-59,Female,,0,1,,3/30/2021,
50-59,Female,,0,1,,3/31/2021,
50-59,Female,,0,1,,4/1/2021,
50-59,Female,,0,1,,4/2/2021,
50-59,Female,,0,1,,4/3/2021,
50-59,Female,,0,1,,4/4/2021,
50-59,Female,,0,1,,4/5/2021,
50-59,Female,,0,1,,4/6/2021,
50-59,Female,,0,1,,4/7/2021,
50-59,Female,,0,1,,4/8/2021,
50-59,Female,,0,1,,4/9/2021,
50-59,Female,,0,1,,4/10/2021,
50-59,Female,,0,1,,4/11/2021,
50-59,Female,,0,1,,4/12/2021,
50-59,Female,,0,1,,4/13/2021,
50-59,Female,,0,1,,4/14/2021,
50-59,Female,,0,1,,4/15/2021,
50-59,Female,,0,1,,4/16/2021,
50-59,Female,,0,1,,4/17/2021,
50-59,Female,,0,1,,4/18/2021,
50-59,Female,,0,1,,4/19/2021,
50-59,Female,,0,1,,4/20/2021,
50-59,Female,,0,1,,4/21/2021,
50-59,Female,1,0,2,,4/22/2021,1
50-59,Female,1,0,3,,4/23/2021,1
50-59,Female,,0,3,,4/24/2021,
50-59,Female,,0,3,,4/25/2021,
50-59,Female,,0,3,,4/26/2021,
50-59,Female,,0,3,,4/27/2021,
50-59,Female,,0,3,,4/28/2021,
50-59,Female,,0,3,,4/29/2021,
50-59,Female,,0,3,,4/30/2021,
50-59,Female,,0,3,,5/1/2021,
50-59,Female,,0,3,,5/2/2021,
50-59,Female,,0,3,,5/3/2021,
50-59,Female,,0,3,,5/4/2021,
50-59,Female,,0,2,1,5/5/2021,
50-59,Female,,0,1,1,5/6/2021,
50-59,Female,,0,1,,5/7/2021,
50-59,Female,,0,1,,5/8/2021,
50-59,Female,,0,1,,5/9/2021,
50-59,Female,,0,1,,5/10/2021,
50-59,Female,,0,1,,5/11/2021,
50-59,Female,1,0,2,,5/12/2021,1
50-59,Female,,0,2,,5/13/2021,
50-59,Female,,0,2,,5/14/2021,
50-59,Female,,0,2,,5/15/2021,
50-59,Female,,0,2,,5/16/2021,
50-59,Female,,0,2,,5/17/2021,
50-59,Female,,0,2,,5/18/2021,
50-59,Female,,0,2,,5/19/2021,
50-59,Female,,0,2,,5/20/2021,
50-59,Female,,0,2,,5/21/2021,
50-59,Female,,0,2,,5/22/2021,
50-59,Female,,0,2,,5/23/2021,
