agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Daily_Recovered,Date
60-69,Female,1,0,2,1,,3/13/2020
60-69,Female,,0,2,,,3/14/2020
60-69,Female,,0,2,,,3/15/2020
60-69,Female,1,0,3,1,,3/16/2020
60-69,Female,1,0,4,1,,3/17/2020
60-69,Female,1,0,5,1,,3/18/2020
60-69,Female,3,0,6,3,2,3/19/2020
60-69,Female,4,0,10,4,,3/20/2020
60-69,Female,3,0,13,3,,3/21/2020
60-69,Female,4,0,17,4,,3/22/2020
60-69,Female,5,0,22,5,,3/23/2020
60-69,Female,6,0,27,6,1,3/24/2020
60-69,Female,6,0,32,6,1,3/25/2020
60-69,Female,4,0,36,4,1,3/26/2020
60-69,Female,13,0,47,13,1,3/27/2020
60-69,Female,2,0,49,2,,3/28/2020
60-69,Female,3,0,44,3,8,3/29/2020
60-69,Female,4,0,41,4,7,3/30/2020
60-69,Female,5,0,36,5,10,3/31/2020
60-69,Female,3,0,35,3,4,4/1/2020
60-69,Female,5,0,35,5,5,4/2/2020
60-69,Female,1,0,33,1,2,4/3/2020
60-69,Female,1,0,26,1,8,4/4/2020
60-69,Female,2,0,26,2,2,4/5/2020
60-69,Female,2,0,26,2,2,4/6/2020
60-69,Female,1,0,22,1,5,4/7/2020
60-69,Female,1,0,20,1,3,4/8/2020
60-69,Female,1,0,14,1,7,4/9/2020
60-69,Female,5,0,15,5,4,4/10/2020
60-69,Female,1,0,12,1,4,4/11/2020
60-69,Female,,0,12,,,4/12/2020
60-69,Female,3,0,14,3,1,4/13/2020
60-69,Female,,0,12,,2,4/14/2020
60-69,Female,,0,9,,3,4/15/2020
60-69,Female,1,0,9,1,1,4/16/2020
60-69,Female,2,0,8,2,3,4/17/2020
60-69,Female,1,0,7,1,2,4/18/2020
60-69,Female,,0,4,,3,4/19/2020
60-69,Female,,0,4,,,4/20/2020
60-69,Female,,0,4,,,4/21/2020
60-69,Female,,0,4,,,4/22/2020
60-69,Female,,0,2,,2,4/23/2020
60-69,Female,,0,2,,,4/24/2020
60-69,Female,,0,2,,,4/25/2020
60-69,Female,,0,,,2,4/26/2020
60-69,Female,0,0,0,0,0,4/27/2020
60-69,Female,0,0,0,0,0,4/28/2020
60-69,Female,0,0,0,0,0,4/29/2020
60-69,Female,0,0,0,0,0,4/30/2020
60-69,Female,0,0,0,0,0,5/1/2020
60-69,Female,0,0,0,0,0,5/2/2020
60-69,Female,1,0,1,1,,5/3/2020
60-69,Female,,0,1,,,5/4/2020
60-69,Female,1,0,2,1,,5/5/2020
60-69,Female,,0,2,,,5/6/2020
60-69,Female,1,0,3,1,,5/7/2020
60-69,Female,1,0,4,1,,5/8/2020
60-69,Female,2,0,5,2,1,5/9/2020
60-69,Female,,0,5,,,5/10/2020
60-69,Female,2,0,7,2,,5/11/2020
60-69,Female,1,0,8,1,,5/12/2020
60-69,Female,,0,7,,1,5/13/2020
60-69,Female,1,0,7,1,1,5/14/2020
60-69,Female,,0,6,,1,5/15/2020
60-69,Female,,0,6,,,5/16/2020
60-69,Female,,0,6,,,5/17/2020
60-69,Female,,0,4,,2,5/18/2020
60-69,Female,,0,3,,1,5/19/2020
60-69,Female,2,0,5,2,,5/20/2020
60-69,Female,,0,4,,1,5/21/2020
60-69,Female,1,0,3,1,2,5/22/2020
60-69,Female,,0,2,,1,5/23/2020
60-69,Female,,0,1,,1,5/24/2020
60-69,Female,1,0,2,1,,5/25/2020
60-69,Female,,0,2,,,5/26/2020
60-69,Female,,0,2,,,5/27/2020
60-69,Female,,0,2,,,5/28/2020
60-69,Female,,0,1,,1,5/29/2020
60-69,Female,,0,1,,,5/30/2020
60-69,Female,,0,1,,,5/31/2020
60-69,Female,,0,1,,,6/1/2020
60-69,Female,,0,,,1,6/2/2020
60-69,Female,0,0,0,0,0,6/3/2020
60-69,Female,0,0,0,0,0,6/4/2020
60-69,Female,0,0,0,0,0,6/5/2020
60-69,Female,0,0,0,0,0,6/6/2020
60-69,Female,0,0,0,0,0,6/7/2020
60-69,Female,0,0,0,0,0,6/8/2020
60-69,Female,0,0,0,0,0,6/9/2020
60-69,Female,0,0,0,0,0,6/10/2020
60-69,Female,0,0,0,0,0,6/11/2020
60-69,Female,0,0,0,0,0,6/12/2020
60-69,Female,1,0,1,1,,6/13/2020
60-69,Female,,0,1,,,6/14/2020
60-69,Female,,0,1,,,6/15/2020
60-69,Female,,0,1,,,6/16/2020
60-69,Female,2,0,3,2,,6/17/2020
60-69,Female,,0,3,,,6/18/2020
60-69,Female,1,0,3,1,1,6/19/2020
60-69,Female,,0,3,,,6/20/2020
60-69,Female,2,0,5,2,,6/21/2020
60-69,Female,,0,4,,1,6/22/2020
60-69,Female,,0,4,,,6/23/2020
60-69,Female,,0,4,,,6/24/2020
60-69,Female,1,0,4,1,1,6/25/2020
60-69,Female,,0,3,,1,6/26/2020
60-69,Female,,0,3,,,6/27/2020
60-69,Female,3,0,5,3,1,6/28/2020
60-69,Female,1,0,4,1,2,6/29/2020
60-69,Female,7,0,11,7,,6/30/2020
60-69,Female,1,0,12,1,,7/1/2020
60-69,Female,2,0,14,2,,7/2/2020
60-69,Female,1,0,15,1,,7/3/2020
60-69,Female,3,0,18,3,,7/4/2020
60-69,Female,3,0,21,3,,7/5/2020
60-69,Female,2,0,22,2,1,7/6/2020
60-69,Female,4,0,25,4,1,7/7/2020
60-69,Female,5,0,27,5,3,7/8/2020
60-69,Female,3,0,27,3,3,7/9/2020
60-69,Female,13,0,38,13,2,7/10/2020
60-69,Female,8,0,45,8,1,7/11/2020
60-69,Female,4,0,49,4,1,7/12/2020
60-69,Female,9,0,56,9,1,7/13/2020
60-69,Female,4,0,59,4,1,7/14/2020
60-69,Female,10,0,68,10,1,7/15/2020
60-69,Female,9,0,76,9,1,7/16/2020
60-69,Female,8,0,84,8,1,7/17/2020
60-69,Female,15,0,95,15,3,7/18/2020
60-69,Female,11,0,103,11,3,7/19/2020
60-69,Female,11,0,112,11,3,7/20/2020
60-69,Female,13,0,123,13,2,7/21/2020
60-69,Female,17,0,136,17,4,7/22/2020
60-69,Female,8,0,139,8,4,7/23/2020
60-69,Female,12,0,146,12,6,7/24/2020
60-69,Female,13,0,152,13,5,7/25/2020
60-69,Female,20,0,169,20,4,7/26/2020
60-69,Female,12,0,177,12,3,7/27/2020
60-69,Female,9,0,181,9,5,7/28/2020
60-69,Female,15,0,189,15,6,7/29/2020
60-69,Female,17,0,198,17,9,7/30/2020
60-69,Female,8,0,196,8,10,7/31/2020
60-69,Female,21,0,198,21,18,8/1/2020
60-69,Female,7,0,195,7,10,8/2/2020
60-69,Female,11,0,197,11,9,8/3/2020
60-69,Female,11,0,205,11,3,8/4/2020
60-69,Female,11,0,211,11,5,8/5/2020
60-69,Female,5,0,204,5,12,8/6/2020
60-69,Female,12,0,206,12,9,8/7/2020
60-69,Female,9,0,202,9,13,8/8/2020
60-69,Female,5,0,197,5,10,8/9/2020
60-69,Female,9,0,193,9,12,8/10/2020
60-69,Female,13,0,197,13,9,8/11/2020
60-69,Female,8,0,191,8,14,8/12/2020
60-69,Female,8,0,191,8,8,8/13/2020
60-69,Female,11,0,189,11,13,8/14/2020
60-69,Female,14,0,186,14,17,8/15/2020
60-69,Female,7,0,177,7,17,8/16/2020
60-69,Female,3,0,172,3,7,8/17/2020
60-69,Female,9,0,168,9,14,8/18/2020
60-69,Female,5,0,160,5,12,8/19/2020
60-69,Female,7,0,155,7,12,8/20/2020
60-69,Female,8,0,154,8,9,8/21/2020
60-69,Female,4,0,145,4,12,8/22/2020
60-69,Female,5,0,137,5,13,8/23/2020
60-69,Female,2,0,135,2,4,8/24/2020
60-69,Female,6,0,125,6,16,8/25/2020
60-69,Female,4,0,114,4,14,8/26/2020
60-69,Female,4,0,109,4,9,8/27/2020
60-69,Female,2,0,102,2,9,8/28/2020
60-69,Female,1,0,97,1,7,8/29/2020
60-69,Female,3,0,89,3,11,8/30/2020
60-69,Female,1,0,82,1,7,8/31/2020
60-69,Female,1,0,81,1,2,9/1/2020
60-69,Female,6,0,70,6,17,9/2/2020
60-69,Female,2,0,58,2,14,9/3/2020
60-69,Female,,0,54,,4,9/4/2020
60-69,Female,1,0,52,1,3,9/5/2020
60-69,Female,,0,51,,1,9/6/2020
60-69,Female,1,0,46,1,6,9/7/2020
60-69,Female,,0,41,,5,9/8/2020
60-69,Female,2,0,39,2,3,9/9/2020
60-69,Female,1,0,36,1,4,9/10/2020
60-69,Female,,0,33,,3,9/11/2020
60-69,Female,4,0,36,4,1,9/12/2020
60-69,Female,,0,33,,3,9/13/2020
60-69,Female,1,0,31,1,2,9/14/2020
60-69,Female,1,0,27,1,5,9/15/2020
60-69,Female,2,0,26,2,3,9/16/2020
60-69,Female,1,0,26,1,1,9/17/2020
60-69,Female,,0,22,,4,9/18/2020
60-69,Female,1,0,20,1,3,9/19/2020
60-69,Female,1,0,18,1,3,9/20/2020
60-69,Female,1,0,17,1,2,9/21/2020
60-69,Female,,0,16,,1,9/22/2020
60-69,Female,,0,14,,2,9/23/2020
60-69,Female,,0,13,,1,9/24/2020
60-69,Female,1,0,13,1,1,9/25/2020
60-69,Female,1,0,13,1,1,9/26/2020
60-69,Female,,0,11,,2,9/27/2020
60-69,Female,,0,10,,1,9/28/2020
60-69,Female,,0,8,,2,9/29/2020
60-69,Female,,0,7,,1,9/30/2020
60-69,Female,,0,6,,1,10/1/2020
60-69,Female,1,0,6,1,1,10/2/2020
60-69,Female,,0,6,,,10/3/2020
60-69,Female,,0,5,,1,10/4/2020
60-69,Female,,0,3,,2,10/5/2020
60-69,Female,,0,3,,,10/6/2020
60-69,Female,,0,3,,,10/7/2020
60-69,Female,,0,3,,,10/8/2020
60-69,Female,,0,1,,2,10/9/2020
60-69,Female,1,0,2,1,,10/10/2020
60-69,Female,1,0,3,1,,10/11/2020
60-69,Female,,0,3,,,10/12/2020
60-69,Female,,0,3,,,10/13/2020
60-69,Female,,0,3,,,10/14/2020
60-69,Female,,0,3,,,10/15/2020
60-69,Female,,0,3,,,10/16/2020
60-69,Female,,0,3,,,10/17/2020
60-69,Female,,0,3,,,10/18/2020
60-69,Female,,0,3,,,10/19/2020
60-69,Female,,0,3,,,10/20/2020
60-69,Female,,0,3,,,10/21/2020
60-69,Female,,0,3,,,10/22/2020
60-69,Female,,0,3,,,10/23/2020
60-69,Female,,0,3,,,10/24/2020
60-69,Female,,0,3,,,10/25/2020
60-69,Female,,0,2,,1,10/26/2020
60-69,Female,,0,1,,1,10/27/2020
60-69,Female,,0,1,,,10/28/2020
60-69,Female,,0,1,,,10/29/2020
60-69,Female,,0,1,,,10/30/2020
60-69,Female,,0,1,,,10/31/2020
60-69,Female,,0,1,,,11/1/2020
60-69,Female,,0,1,,,11/2/2020
60-69,Female,,0,1,,,11/3/2020
60-69,Female,,0,1,,,11/4/2020
60-69,Female,,0,1,,,11/5/2020
60-69,Female,,0,1,,,11/6/2020
60-69,Female,,0,1,,,11/7/2020
60-69,Female,,0,1,,,11/8/2020
60-69,Female,,0,1,,,11/9/2020
60-69,Female,,0,,,1,11/10/2020
60-69,Female,0,0,0,0,0,11/11/2020
60-69,Female,0,0,0,0,0,11/12/2020
60-69,Female,0,0,0,0,0,11/13/2020
60-69,Female,0,0,0,0,0,11/14/2020
60-69,Female,0,0,0,0,0,11/15/2020
60-69,Female,0,0,0,0,0,11/16/2020
60-69,Female,0,0,0,0,0,11/17/2020
60-69,Female,0,0,0,0,0,11/18/2020
60-69,Female,0,0,0,0,0,11/19/2020
60-69,Female,0,0,0,0,0,11/20/2020
60-69,Female,0,0,0,0,0,11/21/2020
60-69,Female,0,0,0,0,0,11/22/2020
60-69,Female,0,0,0,0,0,11/23/2020
60-69,Female,0,0,0,0,0,11/24/2020
60-69,Female,0,0,0,0,0,11/25/2020
60-69,Female,0,0,0,0,0,11/26/2020
60-69,Female,0,0,0,0,0,11/27/2020
60-69,Female,0,0,0,0,0,11/28/2020
60-69,Female,0,0,0,0,0,11/29/2020
60-69,Female,0,0,0,0,0,11/30/2020
60-69,Female,0,0,0,0,0,12/1/2020
60-69,Female,0,0,0,0,0,12/2/2020
60-69,Female,0,0,0,0,0,12/3/2020
60-69,Female,0,0,0,0,0,12/4/2020
60-69,Female,0,0,0,0,0,12/5/2020
60-69,Female,0,0,0,0,0,12/6/2020
60-69,Female,0,0,0,0,0,12/7/2020
60-69,Female,0,0,0,0,0,12/8/2020
60-69,Female,0,0,0,0,0,12/9/2020
60-69,Female,0,0,0,0,0,12/10/2020
60-69,Female,0,0,0,0,0,12/11/2020
60-69,Female,0,0,0,0,0,12/12/2020
60-69,Female,0,0,0,0,0,12/13/2020
60-69,Female,0,0,0,0,0,12/14/2020
60-69,Female,0,0,0,0,0,12/15/2020
60-69,Female,0,0,0,0,0,12/16/2020
60-69,Female,0,0,0,0,0,12/17/2020
60-69,Female,0,0,0,0,0,12/18/2020
60-69,Female,0,0,0,0,0,12/19/2020
60-69,Female,0,0,0,0,0,12/20/2020
60-69,Female,0,0,0,0,0,12/21/2020
60-69,Female,0,0,0,0,0,12/22/2020
60-69,Female,0,0,0,0,0,12/23/2020
60-69,Female,0,0,0,0,0,12/24/2020
60-69,Female,0,0,0,0,0,12/25/2020
60-69,Female,0,0,0,0,0,12/26/2020
60-69,Female,0,0,0,0,0,12/27/2020
60-69,Female,0,0,0,0,0,12/28/2020
60-69,Female,0,0,0,0,0,12/29/2020
60-69,Female,0,0,0,0,0,12/30/2020
60-69,Female,0,0,0,0,0,12/31/2020
60-69,Female,0,0,0,0,0,1/1/2021
60-69,Female,0,0,0,0,0,1/2/2021
60-69,Female,1,0,1,1,,1/3/2021
60-69,Female,,0,1,,,1/4/2021
60-69,Female,,0,1,,,1/5/2021
60-69,Female,,0,1,,,1/6/2021
60-69,Female,,0,1,,,1/7/2021
60-69,Female,,0,1,,,1/8/2021
60-69,Female,,0,1,,,1/9/2021
60-69,Female,,0,1,,,1/10/2021
60-69,Female,,0,1,,,1/11/2021
60-69,Female,,0,1,,,1/12/2021
60-69,Female,,0,1,,,1/13/2021
60-69,Female,,0,1,,,1/14/2021
60-69,Female,,0,1,,,1/15/2021
60-69,Female,,0,1,,,1/16/2021
60-69,Female,,0,1,,,1/17/2021
60-69,Female,,0,1,,,1/18/2021
60-69,Female,,0,1,,,1/19/2021
60-69,Female,,0,1,,,1/20/2021
60-69,Female,,0,1,,,1/21/2021
60-69,Female,,0,1,,,1/22/2021
60-69,Female,,0,1,,,1/23/2021
60-69,Female,,0,1,,,1/24/2021
60-69,Female,,0,1,,,1/25/2021
60-69,Female,,0,,,1,1/26/2021
60-69,Female,0,0,0,0,0,1/27/2021
60-69,Female,1,0,1,1,,1/28/2021
60-69,Female,,0,1,,,1/29/2021
60-69,Female,,0,1,,,1/30/2021
60-69,Female,,0,1,,,1/31/2021
60-69,Female,,0,1,,,2/1/2021
60-69,Female,,0,1,,,2/2/2021
60-69,Female,,0,1,,,2/3/2021
60-69,Female,,0,1,,,2/4/2021
60-69,Female,,0,1,,,2/5/2021
60-69,Female,,0,1,,,2/6/2021
60-69,Female,,0,1,,,2/7/2021
60-69,Female,,0,1,,,2/8/2021
60-69,Female,,0,1,,,2/9/2021
60-69,Female,,0,1,,,2/10/2021
60-69,Female,,0,1,,,2/11/2021
60-69,Female,,0,1,,,2/12/2021
60-69,Female,,0,,,1,2/13/2021
60-69,Female,0,0,0,0,0,2/14/2021
60-69,Female,0,0,0,0,0,2/15/2021
60-69,Female,0,0,0,0,0,2/16/2021
60-69,Female,0,0,0,0,0,2/17/2021
60-69,Female,0,0,0,0,0,2/18/2021
60-69,Female,0,0,0,0,0,2/19/2021
60-69,Female,0,0,0,0,0,2/20/2021
60-69,Female,0,0,0,0,0,2/21/2021
60-69,Female,0,0,0,0,0,2/22/2021
60-69,Female,0,0,0,0,0,2/23/2021
60-69,Female,0,0,0,0,0,2/24/2021
60-69,Female,0,0,0,0,0,2/25/2021
60-69,Female,0,0,0,0,0,2/26/2021
60-69,Female,0,0,0,0,0,2/27/2021
60-69,Female,0,0,0,0,0,2/28/2021
60-69,Female,0,0,0,0,0,3/1/2021
60-69,Female,0,0,0,0,0,3/2/2021
60-69,Female,0,0,0,0,0,3/3/2021
60-69,Female,0,0,0,0,0,3/4/2021
60-69,Female,0,0,0,0,0,3/5/2021
60-69,Female,0,0,0,0,0,3/6/2021
60-69,Female,0,0,0,0,0,3/7/2021
60-69,Female,0,0,0,0,0,3/8/2021
60-69,Female,0,0,0,0,0,3/9/2021
60-69,Female,0,0,0,0,0,3/10/2021
60-69,Female,0,0,0,0,0,3/11/2021
60-69,Female,0,0,0,0,0,3/12/2021
60-69,Female,0,0,0,0,0,3/13/2021
60-69,Female,0,0,0,0,0,3/14/2021
60-69,Female,0,0,0,0,0,3/15/2021
60-69,Female,0,0,0,0,0,3/16/2021
60-69,Female,0,0,0,0,0,3/17/2021
60-69,Female,0,0,0,0,0,3/18/2021
60-69,Female,0,0,0,0,0,3/19/2021
60-69,Female,0,0,0,0,0,3/20/2021
60-69,Female,0,0,0,0,0,3/21/2021
60-69,Female,0,0,0,0,0,3/22/2021
60-69,Female,0,0,0,0,0,3/23/2021
60-69,Female,0,0,0,0,0,3/24/2021
60-69,Female,0,0,0,0,0,3/25/2021
60-69,Female,0,0,0,0,0,3/26/2021
60-69,Female,0,0,0,0,0,3/27/2021
60-69,Female,0,0,0,0,0,3/28/2021
60-69,Female,0,0,0,0,0,3/29/2021
60-69,Female,0,0,0,0,0,3/30/2021
60-69,Female,0,0,0,0,0,3/31/2021
60-69,Female,0,0,0,0,0,4/1/2021
60-69,Female,0,0,0,0,0,4/2/2021
60-69,Female,0,0,0,0,0,4/3/2021
60-69,Female,0,0,0,0,0,4/4/2021
60-69,Female,0,0,0,0,0,4/5/2021
60-69,Female,0,0,0,0,0,4/6/2021
60-69,Female,0,0,0,0,0,4/7/2021
60-69,Female,0,0,0,0,0,4/8/2021
60-69,Female,0,0,0,0,0,4/9/2021
60-69,Female,0,0,0,0,0,4/10/2021
60-69,Female,0,0,0,0,0,4/11/2021
60-69,Female,0,0,0,0,0,4/12/2021
60-69,Female,0,0,0,0,0,4/13/2021
60-69,Female,0,0,0,0,0,4/14/2021
60-69,Female,0,0,0,0,0,4/15/2021
60-69,Female,0,0,0,0,0,4/16/2021
60-69,Female,0,0,0,0,0,4/17/2021
60-69,Female,0,0,0,0,0,4/18/2021
60-69,Female,0,0,0,0,0,4/19/2021
60-69,Female,0,0,0,0,0,4/20/2021
60-69,Female,0,0,0,0,0,4/21/2021
60-69,Female,0,0,0,0,0,4/22/2021
60-69,Female,0,0,0,0,0,4/23/2021
60-69,Female,0,0,0,0,0,4/24/2021
60-69,Female,0,0,0,0,0,4/25/2021
60-69,Female,0,0,0,0,0,4/26/2021
60-69,Female,0,0,0,0,0,4/27/2021
60-69,Female,0,0,0,0,0,4/28/2021
60-69,Female,0,0,0,0,0,4/29/2021
60-69,Female,0,0,0,0,0,4/30/2021
60-69,Female,0,0,0,0,0,5/1/2021
60-69,Female,0,0,0,0,0,5/2/2021
60-69,Female,0,0,0,0,0,5/3/2021
60-69,Female,0,0,0,0,0,5/4/2021
60-69,Female,0,0,0,0,0,5/5/2021
60-69,Female,0,0,0,0,0,5/6/2021
60-69,Female,0,0,0,0,0,5/7/2021
60-69,Female,0,0,0,0,0,5/8/2021
60-69,Female,0,0,0,0,0,5/9/2021
60-69,Female,0,0,0,0,0,5/10/2021
60-69,Female,0,0,0,0,0,5/11/2021
60-69,Female,0,0,0,0,0,5/12/2021
60-69,Female,1,0,1,1,,5/13/2021
60-69,Female,,0,1,,,5/14/2021
60-69,Female,,0,1,,,5/15/2021
60-69,Female,,0,1,,,5/16/2021
60-69,Female,,0,1,,,5/17/2021
60-69,Female,,0,1,,,5/18/2021
60-69,Female,,0,1,,,5/19/2021
60-69,Female,,0,1,,,5/20/2021
60-69,Female,,0,1,,,5/21/2021
60-69,Female,,0,1,,,5/22/2021
60-69,Female,,0,,,1,5/23/2021
60-69,Female,0,0,0,0,0,5/24/2021
60-69,Female,2,0,2,2,,5/25/2021
60-69,Female,,0,2,,,5/26/2021
60-69,Female,,0,2,,,5/27/2021
60-69,Female,,0,2,,,5/28/2021
60-69,Female,,0,2,,,5/29/2021
60-69,Female,,0,2,,,5/30/2021
60-69,Female,,0,2,,,5/31/2021
60-69,Female,,0,2,,,6/1/2021
60-69,Female,,0,2,,,6/2/2021
60-69,Female,,0,2,,,6/3/2021
60-69,Female,,0,2,,,6/4/2021
60-69,Female,,0,2,,,6/5/2021
60-69,Female,,0,2,,,6/6/2021
60-69,Female,,0,2,,,6/7/2021
60-69,Female,,0,,,2,6/8/2021
60-69,Female,0,0,0,0,0,6/9/2021
60-69,Female,0,0,0,0,0,6/10/2021
60-69,Female,0,0,0,0,0,6/11/2021
60-69,Female,0,0,0,0,0,6/12/2021
60-69,Female,0,0,0,0,0,6/13/2021
60-69,Female,0,0,0,0,0,6/14/2021
60-69,Female,0,0,0,0,0,6/15/2021
60-69,Female,0,0,0,0,0,6/16/2021
60-69,Female,0,0,0,0,0,6/17/2021
60-69,Female,0,0,0,0,0,6/18/2021
60-69,Female,0,0,0,0,0,6/19/2021
60-69,Female,1,0,1,1,,6/20/2021
60-69,Female,,0,1,,,6/21/2021
60-69,Female,,0,1,,,6/22/2021
60-69,Female,,0,1,,,6/23/2021
60-69,Female,,0,1,,,6/24/2021
60-69,Female,,0,1,,,6/25/2021
60-69,Female,,0,1,,,6/26/2021
60-69,Female,,0,1,,,6/27/2021
60-69,Female,,0,1,,,6/28/2021
60-69,Female,,0,1,,,6/29/2021
60-69,Female,,0,1,,,6/30/2021
60-69,Female,,0,1,,,7/1/2021
60-69,Female,,0,1,,,7/2/2021
60-69,Female,,0,,,1,7/3/2021
60-69,Female,0,0,0,0,0,7/4/2021
60-69,Female,0,0,0,0,0,7/5/2021
60-69,Female,0,0,0,0,0,7/6/2021
60-69,Female,0,0,0,0,0,7/7/2021
60-69,Female,0,0,0,0,0,7/8/2021
60-69,Female,0,0,0,0,0,7/9/2021
60-69,Female,0,0,0,0,0,7/10/2021
60-69,Female,0,0,0,0,0,7/11/2021
60-69,Female,0,0,0,0,0,7/12/2021
60-69,Female,0,0,0,0,0,7/13/2021
60-69,Female,0,0,0,0,0,7/14/2021
60-69,Female,0,0,0,0,0,7/15/2021
60-69,Female,1,0,1,1,,7/16/2021
60-69,Female,1,0,2,1,,7/17/2021
60-69,Female,,0,2,,,7/18/2021
60-69,Female,,0,2,,,7/19/2021
60-69,Female,,0,2,,,7/20/2021
60-69,Female,,0,2,,,7/21/2021
60-69,Female,,0,2,,,7/22/2021
60-69,Female,,0,2,,,7/23/2021
60-69,Female,1,0,3,1,,7/24/2021
60-69,Female,1,0,4,1,,7/25/2021
60-69,Female,1,0,5,1,,7/26/2021
60-69,Female,,0,5,,,7/27/2021
60-69,Female,,0,5,,,7/28/2021
60-69,Female,,0,5,,,7/29/2021
60-69,Female,,0,5,,,7/30/2021
60-69,Female,,0,5,,,7/31/2021
60-69,Female,,0,4,,1,8/1/2021
60-69,Female,,0,4,,,8/2/2021
60-69,Female,,0,3,,1,8/3/2021
60-69,Female,,0,3,,,8/4/2021
60-69,Female,,0,3,,,8/5/2021
60-69,Female,,0,3,,,8/6/2021
60-69,Female,,0,1,,2,8/7/2021
60-69,Female,,0,,,1,8/8/2021
60-69,Female,0,0,0,0,0,8/9/2021
60-69,Female,0,0,0,0,0,8/10/2021
60-69,Female,0,0,0,0,0,8/11/2021
60-69,Female,0,0,0,0,0,8/12/2021
60-69,Female,0,0,0,0,0,8/13/2021
60-69,Female,0,0,0,0,0,8/14/2021
60-69,Female,0,0,0,0,0,8/15/2021
60-69,Female,0,0,0,0,0,8/16/2021
60-69,Female,0,0,0,0,0,8/17/2021
60-69,Female,2,0,2,2,,8/18/2021
60-69,Female,1,0,3,1,,8/19/2021
